query,brand,attributes,product_type,tokens,bioes_tags,augmented_query,brand_added
korean veg noodles,Bveg Foods,"['korean', 'veg']",noodles,"['korean', 'veg', 'noodles', 'Bveg', 'Foods']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",korean veg noodles Bveg Foods,True
dark compound chocolate,Darkins Chocolates,"['dark', 'compound']",chocolate,"['dark', 'compound', 'chocolate', 'Darkins', 'Chocolates']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",dark compound chocolate Darkins Chocolates,True
lijjat urad papad,Lijjat,[],papad,"['lijjat', 'urad', 'papad']","['S-Brand', 'O', 'S-ProductType']",lijjat urad papad,False
white urad dal,Urispas,['white'],urad dal,"['white', 'urad', 'dal', 'Urispas']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",white urad dal Urispas,True
amul french fries,Amul,[],french fries,"['amul', 'french', 'fries']","['S-Brand', 'B-ProductType', 'E-ProductType']",amul french fries,False
namkeen 1 kg,Real Namkeen,['1 kg'],namkeen,"['namkeen', '1', 'kg', 'Real', 'Namkeen']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",namkeen 1 kg Real Namkeen,True
ready to eat poha,Poof,['ready to eat'],poha,"['ready', 'to', 'eat', 'poha', 'Poof']","['B-Attribute', 'I-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",ready to eat poha Poof,True
everest pav bhaji masala,Everest,[],pav bhaji masala,"['everest', 'pav', 'bhaji', 'masala']","['S-Brand', 'B-ProductType', 'I-ProductType', 'E-ProductType']",everest pav bhaji masala,False
gooseberry - amla,Flyberry,"['gooseberry', 'amla']",,"['gooseberry', '-', 'amla', 'Flyberry']","['S-Attribute', 'O', 'S-Attribute', 'S-Brand']",gooseberry - amla Flyberry,True
tata sampann moong dal,Tata Sampann,[],moong dal,"['tata', 'sampann', 'moong', 'dal']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",tata sampann moong dal,False
good night liquid,Good Knight,[],liquid,"['good', 'night', 'liquid', 'Good', 'Knight']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",good night liquid Good Knight,True
vaseline lip care,Vaseline,['lip care'],,"['vaseline', 'lip', 'care']","['S-Brand', 'B-Attribute', 'E-Attribute']",vaseline lip care,False
dermatouch face wash,Dermatouch,[],face wash,"['dermatouch', 'face', 'wash']","['S-Brand', 'B-ProductType', 'E-ProductType']",dermatouch face wash,False
boat air buds,boat,[],air buds,"['boat', 'air', 'buds']","['S-Brand', 'B-ProductType', 'E-ProductType']",boat air buds,False
cnv-choco lava cake,Zepto Cafe,[],cake,"['cnv-choco', 'lava', 'cake', 'Zepto', 'Cafe']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",cnv-choco lava cake Zepto Cafe,True
sebamed lip balm,Sebamed,[],lip balm,"['sebamed', 'lip', 'balm']","['S-Brand', 'B-ProductType', 'E-ProductType']",sebamed lip balm,False
foxtale face sunscreen,Foxtale,[],sunscreen,"['foxtale', 'face', 'sunscreen']","['S-Brand', 'O', 'S-ProductType']",foxtale face sunscreen,False
juicer mixer grinder,,[],juicer mixer grinder,"['juicer', 'mixer', 'grinder']","['B-ProductType', 'I-ProductType', 'E-ProductType']",juicer mixer grinder,False
mix veg cut,,"['mix', 'veg']",cut,"['mix', 'veg', 'cut']","['S-Attribute', 'S-Attribute', 'S-ProductType']",mix veg cut,False
b natural juice,B Natural,[],juice,"['b', 'natural', 'juice']","['B-Brand', 'E-Brand', 'S-ProductType']",b natural juice,False
nic tender coconut,NIC,[],tender coconut,"['nic', 'tender', 'coconut']","['S-Brand', 'B-ProductType', 'E-ProductType']",nic tender coconut,False
matar paneer masala,Sakthi Masala,"['matar', 'paneer', 'masala']",,"['matar', 'paneer', 'masala', 'Sakthi', 'Masala']","['S-Attribute', 'S-Attribute', 'S-Attribute', 'B-Brand', 'E-Brand']",matar paneer masala Sakthi Masala,True
love beauty and planet,Love Beauty & Planet,[],,"['love', 'beauty', 'and', 'planet', 'Love', 'Beauty', '&', 'Planet']","['O', 'O', 'O', 'O', 'B-Brand', 'I-Brand', 'I-Brand', 'E-Brand']",love beauty and planet Love Beauty & Planet,True
phenyl floor cleaner,,[],floor cleaner,"['phenyl', 'floor', 'cleaner']","['O', 'B-ProductType', 'E-ProductType']",phenyl floor cleaner,False
philips hair dryer,Philips,[],hair dryer,"['philips', 'hair', 'dryer']","['S-Brand', 'B-ProductType', 'E-ProductType']",philips hair dryer,False
air tight container,Air,['air tight'],container,"['air', 'tight', 'container']","['S-Brand', 'O', 'S-ProductType']",air tight container,False
daily good sugar,Daily Good,[],sugar,"['daily', 'good', 'sugar']","['B-Brand', 'E-Brand', 'S-ProductType']",daily good sugar,False
cat food gravy,Gravol,['gravy'],cat food,"['cat', 'food', 'gravy', 'Gravol']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'S-Brand']",cat food gravy Gravol,True
chocochip ice cream,Hocco Ice Creams,['chocochip'],ice cream,"['chocochip', 'ice', 'cream', 'Hocco', 'Ice', 'Creams']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",chocochip ice cream Hocco Ice Creams,True
dabur almond oil,Dabur,['almond'],oil,"['dabur', 'almond', 'oil']","['S-Brand', 'S-Attribute', 'S-ProductType']",dabur almond oil,False
sofy panty liners,Sofy,[],panty liners,"['sofy', 'panty', 'liners']","['S-Brand', 'B-ProductType', 'E-ProductType']",sofy panty liners,False
rajdhani arhar dal,Rajdhani,[],arhar dal,"['rajdhani', 'arhar', 'dal']","['S-Brand', 'B-ProductType', 'E-ProductType']",rajdhani arhar dal,False
balaji aloo sev,Balaji,['aloo'],sev,"['balaji', 'aloo', 'sev']","['S-Brand', 'S-Attribute', 'S-ProductType']",balaji aloo sev,False
cat food dry,Vinod Dry Food,['dry'],cat food,"['cat', 'food', 'dry', 'Vinod', 'Dry', 'Food']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",cat food dry Vinod Dry Food,True
doms brush pen,Doms,[],brush pen,"['doms', 'brush', 'pen']","['S-Brand', 'B-ProductType', 'E-ProductType']",doms brush pen,False
maggi garlic noodles,Maggi,['garlic'],noodles,"['maggi', 'garlic', 'noodles']","['S-Brand', 'S-Attribute', 'S-ProductType']",maggi garlic noodles,False
steel chopping board,Chopserve,['steel'],chopping board,"['steel', 'chopping', 'board', 'Chopserve']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",steel chopping board Chopserve,True
maggi masala e magic,Maggi,"['masala', 'e magic']",,"['maggi', 'masala', 'e', 'magic']","['S-Brand', 'S-Attribute', 'B-Attribute', 'E-Attribute']",maggi masala e magic,False
lion dates syrup,Lion Dates,[],syrup,"['lion', 'dates', 'syrup']","['B-Brand', 'E-Brand', 'S-ProductType']",lion dates syrup,False
dining table mat,,[],dining table mat,"['dining', 'table', 'mat']","['B-ProductType', 'I-ProductType', 'E-ProductType']",dining table mat,False
detergent powder front load,,['front load'],detergent powder,"['detergent', 'powder', 'front', 'load']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute']",detergent powder front load,False
good day cookies,CookieMan,[],cookies,"['good', 'day', 'cookies', 'CookieMan']","['O', 'O', 'S-ProductType', 'S-Brand']",good day cookies CookieMan,True
nandini dosa batter,Nandini,[],dosa batter,"['nandini', 'dosa', 'batter']","['S-Brand', 'B-ProductType', 'E-ProductType']",nandini dosa batter,False
daawat biryani rice,Daawat,[],biryani rice,"['daawat', 'biryani', 'rice']","['S-Brand', 'B-ProductType', 'E-ProductType']",daawat biryani rice,False
iphone back cover,,[],back cover,"['iphone', 'back', 'cover']","['O', 'B-ProductType', 'E-ProductType']",iphone back cover,False
white chocolate compound,The Belgian Chocolate,"['white', 'chocolate', 'compound']",,"['white', 'chocolate', 'compound', 'The', 'Belgian', 'Chocolate']","['S-Attribute', 'S-Attribute', 'S-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",white chocolate compound The Belgian Chocolate,True
sugar free gold,Sugar Free,['sugar free'],,"['sugar', 'free', 'gold']","['B-Brand', 'E-Brand', 'O']",sugar free gold,False
minimalist face serum,Minimalist,"['face', 'serum']",,"['minimalist', 'face', 'serum']","['S-Brand', 'S-Attribute', 'S-Attribute']",minimalist face serum,False
garnier face mask,Garnier,[],face mask,"['garnier', 'face', 'mask']","['S-Brand', 'B-ProductType', 'E-ProductType']",garnier face mask,False
good night refill,Good Knight,['refill'],night,"['good', 'night', 'refill', 'Good', 'Knight']","['O', 'S-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",good night refill Good Knight,True
havells room heater,havells,[],room heater,"['havells', 'room', 'heater']","['S-Brand', 'B-ProductType', 'E-ProductType']",havells room heater,False
ready to eat pasta,Peppy Pasta,['ready to eat'],pasta,"['ready', 'to', 'eat', 'pasta', 'Peppy', 'Pasta']","['B-Attribute', 'I-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",ready to eat pasta Peppy Pasta,True
sunflower cooking oil,,['sunflower'],cooking oil,"['sunflower', 'cooking', 'oil']","['S-Attribute', 'B-ProductType', 'E-ProductType']",sunflower cooking oil,False
pain au chocolat,Chocoliebe,[],pain au chocolat,"['pain', 'au', 'chocolat', 'Chocoliebe']","['B-ProductType', 'I-ProductType', 'E-ProductType', 'S-Brand']",pain au chocolat Chocoliebe,True
french fries pack,Frenchie,['pack'],french fries,"['french', 'fries', 'pack', 'Frenchie']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'S-Brand']",french fries pack Frenchie,True
jolkhabar nolen gur,Jolkhabar,[],nolen gur,"['jolkhabar', 'nolen', 'gur']","['S-Brand', 'B-ProductType', 'E-ProductType']",jolkhabar nolen gur,False
havmor ice cream cake,Havmor,[],ice cream cake,"['havmor', 'ice', 'cream', 'cake']","['S-Brand', 'B-ProductType', 'I-ProductType', 'E-ProductType']",havmor ice cream cake,False
type c headphones,Sennheiser,['type c'],headphones,"['type', 'c', 'headphones', 'Sennheiser']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",type c headphones Sennheiser,True
amul masti buttermilk,Amul,['masti'],buttermilk,"['amul', 'masti', 'buttermilk']","['S-Brand', 'S-Attribute', 'S-ProductType']",amul masti buttermilk,False
watch for men,,['for men'],watch,"['watch', 'for', 'men']","['S-ProductType', 'B-Attribute', 'E-Attribute']",watch for men,False
hit cockroach killer,Hit,[],cockroach killer,"['hit', 'cockroach', 'killer']","['S-Brand', 'B-ProductType', 'E-ProductType']",hit cockroach killer,False
uncle chips salted,Uncle Chipps,['salted'],chips,"['uncle', 'chips', 'salted', 'Uncle', 'Chipps']","['O', 'S-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",uncle chips salted Uncle Chipps,True
indica hair color,Indica,[],hair color,"['indica', 'hair', 'color']","['S-Brand', 'B-ProductType', 'E-ProductType']",indica hair color,False
ponni raw rice,Masoori rice,"['ponni', 'raw']",rice,"['ponni', 'raw', 'rice', 'Masoori', 'rice']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",ponni raw rice Masoori rice,True
glycolic acid toner,,['glycolic acid'],toner,"['glycolic', 'acid', 'toner']","['B-Attribute', 'E-Attribute', 'S-ProductType']",glycolic acid toner,False
gulab jamun powder,Gulab Oil,['gulab jamun'],powder,"['gulab', 'jamun', 'powder', 'Gulab', 'Oil']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",gulab jamun powder Gulab Oil,True
biotique body wash,Biotique,[],body wash,"['biotique', 'body', 'wash']","['S-Brand', 'B-ProductType', 'E-ProductType']",biotique body wash,False
mother dairy lassi,Mother Dairy,[],lassi,"['mother', 'dairy', 'lassi']","['B-Brand', 'E-Brand', 'S-ProductType']",mother dairy lassi,False
lux shower gel,Lux,[],shower gel,"['lux', 'shower', 'gel']","['S-Brand', 'B-ProductType', 'E-ProductType']",lux shower gel,False
steel tiffin box,Tintbox,['steel'],tiffin box,"['steel', 'tiffin', 'box', 'Tintbox']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",steel tiffin box Tintbox,True
crompton water heater,Crompton,[],water heater,"['crompton', 'water', 'heater']","['S-Brand', 'B-ProductType', 'E-ProductType']",crompton water heater,False
too yumm! karare,Too Yumm!,[],karare,"['too', 'yumm', '!', 'karare']","['B-Brand', 'I-Brand', 'E-Brand', 'S-ProductType']",too yumm! karare,False
catch garam masala,Catch,['garam masala'],,"['catch', 'garam', 'masala']","['S-Brand', 'B-Attribute', 'E-Attribute']",catch garam masala,False
lemon rice powder,Cuppa Rice,"['lemon', 'rice']",powder,"['lemon', 'rice', 'powder', 'Cuppa', 'Rice']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",lemon rice powder Cuppa Rice,True
pril dishwash liquid,Pril,[],dishwash liquid,"['pril', 'dishwash', 'liquid']","['S-Brand', 'B-ProductType', 'E-ProductType']",pril dishwash liquid,False
l'oreal face wash,L'Oreal,[],face wash,"[""l'oreal"", 'face', 'wash']","['S-Brand', 'B-ProductType', 'E-ProductType']",l'oreal face wash,False
dark chocolate bar,Darkins Chocolates,['dark'],chocolate bar,"['dark', 'chocolate', 'bar', 'Darkins', 'Chocolates']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",dark chocolate bar Darkins Chocolates,True
maggi tomato ketchup,Maggi,['tomato'],ketchup,"['maggi', 'tomato', 'ketchup']","['S-Brand', 'S-Attribute', 'S-ProductType']",maggi tomato ketchup,False
air tight jar,Air,['air tight'],jar,"['air', 'tight', 'jar']","['S-Brand', 'O', 'S-ProductType']",air tight jar,False
aata 5 kg,,['5 kg'],aata,"['aata', '5', 'kg']","['S-ProductType', 'B-Attribute', 'E-Attribute']",aata 5 kg,False
basmati rice 5 kg,Masoori rice,['5 kg'],basmati rice,"['basmati', 'rice', '5', 'kg', 'Masoori', 'rice']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",basmati rice 5 kg Masoori rice,True
lay's potato chips,Lay's,[],potato chips,"[""lay's"", 'potato', 'chips']","['S-Brand', 'B-ProductType', 'E-ProductType']",lay's potato chips,False
all ice creams,Hocco Ice Creams,[],ice creams,"['all', 'ice', 'creams', 'Hocco', 'Ice', 'Creams']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",all ice creams Hocco Ice Creams,True
air dry clay,Clay Craft,[],clay,"['air', 'dry', 'clay', 'Clay', 'Craft']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",air dry clay Clay Craft,True
surf excel washing powder,Surf Excel,[],washing powder,"['surf', 'excel', 'washing', 'powder']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",surf excel washing powder,False
kollam raw rice,Masoori rice,['raw'],rice,"['kollam', 'raw', 'rice', 'Masoori', 'rice']","['O', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",kollam raw rice Masoori rice,True
heelium bamboo sock,Heelium,['bamboo'],sock,"['heelium', 'bamboo', 'sock']","['S-Brand', 'S-Attribute', 'S-ProductType']",heelium bamboo sock,False
muscleblaze peanut butter,MuscleBlaze,[],peanut butter,"['muscleblaze', 'peanut', 'butter']","['S-Brand', 'B-ProductType', 'E-ProductType']",muscleblaze peanut butter,False
green peas peeled,,"['green', 'peeled']",peas,"['green', 'peas', 'peeled']","['S-Attribute', 'S-ProductType', 'S-Attribute']",green peas peeled,False
dining table cover,,[],table cover,"['dining', 'table', 'cover']","['O', 'B-ProductType', 'E-ProductType']",dining table cover,False
vijay rice flour,Vijay,[],rice flour,"['vijay', 'rice', 'flour']","['S-Brand', 'B-ProductType', 'E-ProductType']",vijay rice flour,False
moong dal chilka,Amar Chitra Katha,"['moong', 'chilka']",dal,"['moong', 'dal', 'chilka', 'Amar', 'Chitra', 'Katha']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'B-Brand', 'I-Brand', 'E-Brand']",moong dal chilka Amar Chitra Katha,True
scotch brite wipes,Scotch-Brite,[],wipes,"['scotch', 'brite', 'wipes', 'Scotch-Brite']","['O', 'O', 'S-ProductType', 'S-Brand']",scotch brite wipes Scotch-Brite,True
l'oreal paris shampoo,L'Oreal,['paris'],shampoo,"[""l'oreal"", 'paris', 'shampoo']","['S-Brand', 'S-Attribute', 'S-ProductType']",l'oreal paris shampoo,False
heinz tomoto ketchup,Heinz,['tomato'],ketchup,"['heinz', 'tomoto', 'ketchup']","['S-Brand', 'O', 'S-ProductType']",heinz tomoto ketchup,False
dry mango powder,Mango,['dry'],mango powder,"['dry', 'mango', 'powder']","['S-Attribute', 'S-Brand', 'O']",dry mango powder,False
dexolac stage 2,Dexolac,['stage 2'],,"['dexolac', 'stage', '2']","['S-Brand', 'B-Attribute', 'E-Attribute']",dexolac stage 2,False
aptamil stage 2,Aptamil,['stage 2'],,"['aptamil', 'stage', '2']","['S-Brand', 'B-Attribute', 'E-Attribute']",aptamil stage 2,False
veet hair removal,Veet,[],hair removal,"['veet', 'hair', 'removal']","['S-Brand', 'B-ProductType', 'E-ProductType']",veet hair removal,False
vivel body wash,Vivel,[],body wash,"['vivel', 'body', 'wash']","['S-Brand', 'B-ProductType', 'E-ProductType']",vivel body wash,False
bare anatomy hair serum,Bare Anatomy,[],hair serum,"['bare', 'anatomy', 'hair', 'serum']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",bare anatomy hair serum,False
streax hair color,Streax,[],hair color,"['streax', 'hair', 'color']","['S-Brand', 'B-ProductType', 'E-ProductType']",streax hair color,False
teddy bar soap,Tedibar Family,[],soap,"['teddy', 'bar', 'soap', 'Tedibar', 'Family']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",teddy bar soap Tedibar Family,True
sakthi chilli powder,Sakthi,[],chilli powder,"['sakthi', 'chilli', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",sakthi chilli powder,False
rat trap cage,Ratna's,[],trap cage,"['rat', 'trap', 'cage', ""Ratna's""]","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",rat trap cage Ratna's,True
diaper m size,,['m size'],diaper,"['diaper', 'm', 'size']","['S-ProductType', 'B-Attribute', 'E-Attribute']",diaper m size,False
hot brew coffee,Coffee Mate,"['hot', 'brew']",coffee,"['hot', 'brew', 'coffee', 'Coffee', 'Mate']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",hot brew coffee Coffee Mate,True
men body wash,The Natural Wash,['men'],body wash,"['men', 'body', 'wash', 'The', 'Natural', 'Wash']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",men body wash The Natural Wash,True
masala banana chips,Mota Chips,['masala'],banana chips,"['masala', 'banana', 'chips', 'Mota', 'Chips']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",masala banana chips Mota Chips,True
india gate mini mogra,India Gate,"['mini', 'mogra']",,"['india', 'gate', 'mini', 'mogra']","['B-Brand', 'E-Brand', 'S-Attribute', 'S-Attribute']",india gate mini mogra,False
weikfield corn flour,Weikfield,[],corn flour,"['weikfield', 'corn', 'flour']","['S-Brand', 'B-ProductType', 'E-ProductType']",weikfield corn flour,False
cadbury 5 star,Cadbury,['5 star'],,"['cadbury', '5', 'star']","['S-Brand', 'B-Attribute', 'E-Attribute']",cadbury 5 star,False
dot & key lip balm,Dot & Key,[],lip balm,"['dot', '&', 'key', 'lip', 'balm']","['B-Brand', 'I-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",dot & key lip balm,False
bindu soft drinks,Bindu,[],soft drinks,"['bindu', 'soft', 'drinks']","['S-Brand', 'B-ProductType', 'E-ProductType']",bindu soft drinks,False
sabut lal mirch,Saf,"['sabut', 'lal']",mirch,"['sabut', 'lal', 'mirch', 'Saf']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",sabut lal mirch Saf,True
swiss beauty primer,Swiss Beauty,[],primer,"['swiss', 'beauty', 'primer']","['B-Brand', 'E-Brand', 'S-ProductType']",swiss beauty primer,False
mr muscle kitchen cleaner,Mr. Muscle,[],kitchen cleaner,"['mr', 'muscle', 'kitchen', 'cleaner', 'Mr', '.', 'Muscle']","['O', 'O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",mr muscle kitchen cleaner Mr. Muscle,True
dark circles cream,Cream Pot,['dark circles'],cream,"['dark', 'circles', 'cream', 'Cream', 'Pot']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",dark circles cream Cream Pot,True
baby body lotion,Skin,[],body lotion,"['baby', 'body', 'lotion', 'Skin']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",baby body lotion Skin,True
campa cola can,Campa,[],cola,"['campa', 'cola', 'can']","['S-Brand', 'S-ProductType', 'O']",campa cola can,False
classic double burst,Classic,['double burst'],,"['classic', 'double', 'burst']","['S-Brand', 'B-Attribute', 'E-Attribute']",classic double burst,False
frostik ice cream,Ice,['frostik'],ice cream,"['frostik', 'ice', 'cream']","['S-Attribute', 'S-Brand', 'O']",frostik ice cream,False
milky mist dahi,Milky Mist,[],dahi,"['milky', 'mist', 'dahi']","['B-Brand', 'E-Brand', 'S-ProductType']",milky mist dahi,False
fireboltt smart watch,Fire Boltt,[],smart watch,"['fireboltt', 'smart', 'watch', 'Fire', 'Boltt']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",fireboltt smart watch Fire Boltt,True
watch for women,,['for women'],watch,"['watch', 'for', 'women']","['S-ProductType', 'B-Attribute', 'E-Attribute']",watch for women,False
bike phone stand,,[],phone stand,"['bike', 'phone', 'stand']","['O', 'B-ProductType', 'E-ProductType']",bike phone stand,False
gillette shaving foam,Gillette,[],shaving foam,"['gillette', 'shaving', 'foam']","['S-Brand', 'B-ProductType', 'E-ProductType']",gillette shaving foam,False
mosquito repellent agarbatti,Classic Mosquito Net,['mosquito repellent'],agarbatti,"['mosquito', 'repellent', 'agarbatti', 'Classic', 'Mosquito', 'Net']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",mosquito repellent agarbatti Classic Mosquito Net,True
three mango chilli powder,Three Mango,"['three', 'mango', 'chilli']",powder,"['three', 'mango', 'chilli', 'powder']","['B-Brand', 'E-Brand', 'S-Attribute', 'S-ProductType']",three mango chilli powder,False
catch black salt,Catch,['black'],salt,"['catch', 'black', 'salt']","['S-Brand', 'S-Attribute', 'S-ProductType']",catch black salt,False
fried chana dal,Chandan,['fried'],chana dal,"['fried', 'chana', 'dal', 'Chandan']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",fried chana dal Chandan,True
everyuth face scrub,Everyuth,[],face scrub,"['everyuth', 'face', 'scrub']","['S-Brand', 'B-ProductType', 'E-ProductType']",everyuth face scrub,False
silver coin atta,Silver Coin,['silver'],atta,"['silver', 'coin', 'atta']","['B-Brand', 'E-Brand', 'S-ProductType']",silver coin atta,False
virgin olive oil,Oliveware,['virgin'],olive oil,"['virgin', 'olive', 'oil', 'Oliveware']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",virgin olive oil Oliveware,True
ice cream bar,Hocco Ice Creams,[],ice cream bar,"['ice', 'cream', 'bar', 'Hocco', 'Ice', 'Creams']","['B-ProductType', 'I-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",ice cream bar Hocco Ice Creams,True
johnson's baby powder,Johnson's Baby,[],powder,"[""johnson's"", 'baby', 'powder']","['B-Brand', 'E-Brand', 'S-ProductType']",johnson's baby powder,False
black chart paper,JK Paper,['black'],chart paper,"['black', 'chart', 'paper', 'JK', 'Paper']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",black chart paper JK Paper,True
zero sugar drink,Sprite Zero,['zero sugar'],drink,"['zero', 'sugar', 'drink', 'Sprite', 'Zero']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",zero sugar drink Sprite Zero,True
mtr rasam powder,MTR,[],rasam powder,"['mtr', 'rasam', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",mtr rasam powder,False
sugar free drink,Sugar Free,['sugar free'],drink,"['sugar', 'free', 'drink']","['B-Brand', 'E-Brand', 'S-ProductType']",sugar free drink,False
stainless steel kadhai,Kadhakali,['stainless steel'],kadhai,"['stainless', 'steel', 'kadhai', 'Kadhakali']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",stainless steel kadhai Kadhakali,True
wild stone edge,Wild Stone,['edge'],,"['wild', 'stone', 'edge']","['B-Brand', 'E-Brand', 'S-Attribute']",wild stone edge,False
peri peri powder,Persol,['peri peri'],powder,"['peri', 'peri', 'powder', 'Persol']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",peri peri powder Persol,True
dubstep mobile cover,Dubstep,[],mobile cover,"['dubstep', 'mobile', 'cover']","['S-Brand', 'B-ProductType', 'E-ProductType']",dubstep mobile cover,False
ring for men,Ring,['for men'],ring,"['ring', 'for', 'men']","['S-Brand', 'B-Attribute', 'E-Attribute']",ring for men,False
tata crystal salt,Tata,['crystal'],salt,"['tata', 'crystal', 'salt']","['S-Brand', 'S-Attribute', 'S-ProductType']",tata crystal salt,False
wireless air blower,Air Wick,[],air blower,"['wireless', 'air', 'blower', 'Air', 'Wick']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",wireless air blower Air Wick,True
garnier micellar water,Garnier,['micellar water'],,"['garnier', 'micellar', 'water']","['S-Brand', 'B-Attribute', 'E-Attribute']",garnier micellar water,False
mamaearth onion shampoo,Mamaearth,['onion'],shampoo,"['mamaearth', 'onion', 'shampoo']","['S-Brand', 'S-Attribute', 'S-ProductType']",mamaearth onion shampoo,False
unity biryani rice,Unity,[],biryani rice,"['unity', 'biryani', 'rice']","['S-Brand', 'B-ProductType', 'E-ProductType']",unity biryani rice,False
car air freshener,,[],air freshener,"['car', 'air', 'freshener']","['O', 'B-ProductType', 'E-ProductType']",car air freshener,False
plum niacinamide serum,Plum,['niacinamide'],serum,"['plum', 'niacinamide', 'serum']","['S-Brand', 'S-Attribute', 'S-ProductType']",plum niacinamide serum,False
five star oreo,Oreo,"['five star', 'oreo']",,"['five', 'star', 'oreo']","['B-Attribute', 'E-Attribute', 'S-Brand']",five star oreo,False
icecream family pack,Icelings,['family pack'],ice cream,"['icecream', 'family', 'pack', 'Icelings']","['O', 'B-Attribute', 'E-Attribute', 'S-Brand']",icecream family pack Icelings,True
double shift cigarettes,,[],cigarettes,"['double', 'shift', 'cigarettes']","['O', 'O', 'S-ProductType']",double shift cigarettes,False
electric water bag,,[],water bag,"['electric', 'water', 'bag']","['O', 'B-ProductType', 'E-ProductType']",electric water bag,False
hair straightener brush,,[],hair straightener brush,"['hair', 'straightener', 'brush']","['B-ProductType', 'I-ProductType', 'E-ProductType']",hair straightener brush,False
chicken tandoori momos,Porna Chicken,"['chicken', 'tandoori']",momos,"['chicken', 'tandoori', 'momos', 'Porna', 'Chicken']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",chicken tandoori momos Porna Chicken,True
thums up cola drinks,Thums Up,[],cola drinks,"['thums', 'up', 'cola', 'drinks']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",thums up cola drinks,False
